Actual_AQI,Predicted_AQI
43.0,39.804028
56.00000000000001,39.506256
48.0,41.60975
44.0,42.849606
58.00000000000001,43.01726
53.99999999999999,45.078644
53.0,46.579727
53.0,47.223797
53.0,48.116993
51.0,47.688644
52.0,47.14835
65.0,46.433792
61.0,48.40159
50.0,50.51709
58.00000000000001,50.107033
55.0,50.229347
55.0,49.656532
53.99999999999999,48.8648
53.99999999999999,48.104576
51.0,47.466545
51.0,46.66326
55.0,45.754074
53.0,45.794792
46.0,46.079224
55.0,44.8266
55.0,44.879845
53.0,45.36698
53.99999999999999,45.800255
56.00000000000001,46.194305
56.00000000000001,46.944527
51.0,47.50127
53.0,46.94195
53.0,46.55177
51.0,46.276314
50.0,45.611412
50.0,44.747677
50.0,44.205833
49.00000000000001,43.513947
45.0,42.909653
42.0,41.806385
35.0,40.252605
43.0,37.60871
26.0,36.3073
42.0,32.68851
42.0,32.337204
42.0,33.216522
37.0,34.311066
41.0,34.582413
41.0,34.97032
41.0,35.48249
42.0,35.971256
45.0,36.21973
30.0,36.9049
29.000000000000004,34.679684
44.0,32.119125
44.0,32.382637
30.0,33.708523
26.999999999999996,33.04761
31.0,30.524748
42.0,29.746666
28.000000000000004,31.386347
39.0,30.993795
26.999999999999996,32.024593
42.0,30.378746
24.0,31.572897
39.0,30.13024
41.0,30.85089
41.0,32.59147
41.0,34.147564
40.0,35.405502
40.0,36.22969
40.0,36.501347
33.0,36.549187
30.0,35.195835
39.0,33.17752
39.0,32.26973
39.0,32.349712
39.0,33.076103
38.0,33.82378
39.0,34.34472
38.0,34.811436
35.0,34.836575
36.0,34.05726
34.0,33.336845
35.0,32.313698
26.0,31.423058
46.99999999999999,29.71051
44.0,31.366962
40.0,33.52874
41.0,34.986977
38.0,36.013554
36.0,35.94771
35.0,35.09479
33.0,33.995686
31.0,32.58368
30.0,31.145386
25.0,29.864504
14.000000000000002,28.00808
23.0,24.485266
24.0,22.37584
26.0,21.735064
14.000000000000002,21.97425
25.0,20.580713
26.0,20.632318
17.0,21.768574
28.000000000000004,21.794703
28.000000000000004,22.474514
26.0,23.656675
28.000000000000004,24.30786
28.000000000000004,25.096725
29.000000000000004,25.393444
29.000000000000004,25.983757
18.0,26.090775
30.0,24.619965
20.0,24.772228
34.0,23.511087
34.0,24.389338
35.0,26.39797
30.0,28.376337
36.0,29.329828
36.0,30.409752
37.0,31.386045
28.000000000000004,32.316635
39.0,31.471535
43.0,32.18456
41.0,33.296265
42.0,34.497784
41.0,35.78508
42.0,36.519276
42.0,36.775208
41.0,37.076153
41.0,37.23057
41.0,37.04921
40.0,36.77272
26.0,36.6796
40.0,33.924133
33.0,33.239258
38.0,32.756203
39.0,32.64984
13.0,33.076298
14.000000000000002,29.086264
38.0,24.572443
23.0,24.325579
26.999999999999996,23.685879
37.0,24.00146
37.0,26.51607
38.0,29.779037
39.0,32.466286
40.0,34.768715
41.0,36.474842
39.0,36.75909
41.0,36.903023
28.000000000000004,37.360847
44.0,35.293793
30.0,35.25964
43.0,33.8813
43.0,34.85666
43.0,36.276947
43.0,37.681347
42.0,38.995262
39.0,39.6642
34.0,39.47938
26.0,38.032173
41.0,34.766247
41.0,34.405758
30.0,34.905643
41.0,33.860954
41.0,34.463936
40.0,35.548435
26.0,36.495483
40.0,34.698326
35.0,34.583954
30.0,34.619728
44.0,33.412495
44.0,34.685417
44.0,36.588833
17.0,38.00127
41.0,35.21966
43.0,34.73833
44.0,35.246296
19.0,36.6017
44.0,34.407463
46.0,34.546715
46.99999999999999,36.06297
44.0,38.690544
46.99999999999999,40.546734
44.0,42.21412
43.0,42.52463
42.0,42.39038
46.0,41.451073
46.0,41.146202
44.0,41.139957
41.0,41.283504
33.0,40.87526
45.0,38.908356
43.0,38.605488
45.0,38.922318
29.000000000000004,39.497047
39.0,37.44408
42.0,36.336594
42.0,36.587322
46.99999999999999,37.311523
39.0,38.980305
46.99999999999999,39.500187
41.0,40.20789
41.0,40.162415
29.000000000000004,40.228115
38.0,37.732544
34.0,35.885956
21.0,34.588623
32.0,31.479254
28.000000000000004,30.058455
31.0,29.06065
17.0,28.677555
29.000000000000004,26.52927
17.0,26.31363
29.000000000000004,25.000532
15.0,24.842186
25.0,23.374422
25.0,23.402987
18.0,23.773228
34.0,23.0921
35.0,24.74682
26.0,27.423584
34.0,28.258753
31.0,29.688871
20.0,30.607952
29.000000000000004,29.320919
28.000000000000004,28.51359
14.000000000000002,28.26812
19.0,26.896046
13.0,24.993057
22.0,22.861176
19.0,22.492243
21.0,22.08352
22.0,22.370901
10.0,22.91383
10.0,21.361992
21.0,19.639362
9.0,19.831043
19.0,18.555538
11.0,18.423775
21.0,17.8209
20.0,18.765038
11.0,19.98342
20.0,19.801619
19.0,20.452488
11.0,20.846165
10.0,20.053576
24.0,18.72079
15.0,19.08215
22.0,19.18412
13.0,20.046555
24.0,19.805807
14.000000000000002,20.561386
25.0,20.241081
23.0,21.405315
14.000000000000002,22.803371
14.000000000000002,22.66374
22.0,21.514593
20.0,21.862764
9.0,22.089386
19.0,20.660957
10.0,19.90755
21.0,18.653032
15.0,18.876846
19.0,19.122646
22.0,19.90674
22.0,20.759275
13.0,21.606792
23.0,21.259474
11.0,21.94268
17.0,20.713734
18.0,19.862005
32.0,19.462534
17.0,21.647175
15.0,22.293047
23.0,21.876516
22.0,22.081833
12.0,22.621883
25.0,21.34124
22.0,21.966269
23.0,22.214708
26.999999999999996,22.980394
32.0,23.909168
30.0,26.168127
16.0,27.573177
28.000000000000004,26.705372
20.0,26.636894
29.000000000000004,25.464413
21.0,25.625023
38.0,25.348783
32.0,27.121656
51.0,28.857805
55.0,33.421986
41.0,38.905804
57.0,41.703022
44.0,44.838997
60.0,45.753532
58.00000000000001,47.647045
45.0,49.85443
46.99999999999999,49.002823
45.0,48.02133
62.0,46.257774
48.0,47.766758
53.99999999999999,48.238686
70.0,48.464336
83.0,52.0675
74.0,58.887463
50.0,64.44551
58.00000000000001,63.927013
62.0,61.786293
93.99999999999999,59.864803
139.0,63.821423
125.99999999999999,79.02767
133.0,94.43813
132.0,108.73034
163.0,119.00103
184.0,131.608
172.0,144.29926
158.0,153.57692
169.0,158.0079
127.0,160.93575
136.0,154.42964
99.0,146.82803
105.0,132.2938
92.0,118.97832
91.0,106.22724
62.99999999999999,96.63098
61.0,85.31855
48.0,76.014946
18.0,66.34499
29.000000000000004,54.01086
25.0,43.654015
9.0,36.022358
19.0,28.255667
19.0,23.716436
8.0,21.617031
16.0,19.750658
12.0,18.688429
11.0,17.44049
23.0,15.932557
25.0,16.387983
18.0,18.266497
12.0,19.785767
19.0,19.326172
21.0,20.073606
11.0,21.053553
25.0,20.044247
28.000000000000004,20.68592
29.000000000000004,22.320133
70.0,24.135042
129.0,32.92565
145.0,53.6877
122.0,80.54809
78.0,101.06947
92.0,105.58112
109.0,103.733826
178.0,101.95387
155.0,112.79714
152.0,125.51004
158.0,136.46204
142.0,146.02127
128.0,150.31714
90.0,147.32808
98.00000000000001,133.34744
88.0,118.125046
73.0,103.876976
76.0,90.78258
69.0,81.75376
44.0,74.30467
58.00000000000001,65.17931
58.00000000000001,59.34756
61.0,55.774452
71.0,55.03103
82.0,56.560776
71.0,61.48647
58.00000000000001,65.43843
74.0,65.11337
73.0,65.80104
73.0,66.67456
66.0,66.892136
62.99999999999999,66.11345
57.0,64.38839
53.99999999999999,61.27453
33.0,58.015427
37.0,51.91408
34.0,45.581146
31.0,40.101902
20.0,35.658108
29.000000000000004,31.09018
31.0,28.632648
32.0,27.841867
26.0,28.33483
39.0,28.50419
42.0,30.1708
46.0,32.754887
46.0,36.09939
42.0,39.046894
44.0,40.801983
38.0,41.32928
33.0,40.730125
25.0,38.783173
21.0,35.1996
33.0,30.698597
32.0,28.697779
30.0,28.275984
19.0,28.338898
28.000000000000004,26.932377
26.0,26.303913
25.0,26.239529
13.0,26.284033
22.0,24.337442
20.0,23.174719
20.0,21.925718
20.0,21.196756
15.0,21.028605
12.0,20.175222
19.0,18.707966
18.0,18.628986
11.0,18.909563
20.0,17.97704
19.0,18.071255
19.0,18.587875
18.0,19.500057
19.0,20.163647
19.0,20.756346
21.0,20.94571
19.0,21.144491
20.0,21.24783
20.0,21.50046
23.0,21.538834
13.0,21.968124
23.0,21.262188
14.000000000000002,21.334677
65.0,20.317457
50.0,27.273785
85.0,33.975304
82.0,45.993073
61.0,57.22187
38.0,62.189953
44.0,59.24834
39.0,54.23999
13.0,48.037853
35.0,38.968056
35.0,33.23839
20.0,31.035444
23.0,28.071304
28.000000000000004,26.268469
25.0,25.789604
31.0,25.470428
34.0,26.182266
21.0,28.511295
21.0,28.83275
30.0,27.17485
14.000000000000002,26.773056
18.0,24.680798
10.0,22.533802
10.0,19.518484
19.0,17.23743
10.0,16.406631
12.0,15.467543
22.0,15.090175
14.000000000000002,16.413403
25.0,17.098503
17.0,19.226004
21.0,19.934479
17.0,20.9726
9.0,20.298298
9.0,18.212757
8.0,16.024157
18.0,14.180771
9.0,14.019138
18.0,13.652635
18.0,14.286611
8.0,15.596028
4.0,15.157303
6.0,13.875379
5.0,12.210278
0.0,10.460722
11.0,8.545581
26.999999999999996,8.2259655
29.000000000000004,11.700265
15.0,15.651011
14.000000000000002,17.73383
17.0,18.063536
30.0,17.585981
21.0,19.369661
29.000000000000004,20.652725
26.0,22.024614
22.0,22.963404
14.000000000000002,22.778969
20.0,20.780298
23.0,19.836037
25.0,19.65052
25.0,20.116081
25.0,20.813328
12.0,21.936214
19.0,20.198362
19.0,19.259329
15.0,18.56988
39.0,17.399897
34.0,19.558289
20.0,22.908274
30.0,23.48556
24.0,24.536282
20.0,24.332436
28.000000000000004,23.129332
24.0,22.371172
17.0,21.926924
17.0,20.59305
20.0,18.688585
20.0,18.146704
9.0,18.138973
17.0,16.08679
17.0,15.414707
5.0,15.084707
14.000000000000002,12.848907
20.0,12.480504
25.0,13.631256
26.999999999999996,16.31388
19.0,19.468765
19.0,20.65399
32.0,21.048735
33.0,23.02375
29.000000000000004,25.522814
46.0,27.037966
55.0,30.739292
61.0,36.49365
66.0,43.310646
69.0,50.321697
69.0,56.361946
69.0,60.84895
62.99999999999999,63.137203
41.0,63.362484
36.0,57.978336
45.0,50.35565
42.0,45.285572
29.000000000000004,41.314342
46.99999999999999,35.936813
49.00000000000001,36.141525
40.0,38.532135
60.0,39.536785
41.0,43.602493
59.0,44.529446
56.00000000000001,46.89078
37.0,48.70694
40.0,46.462868
41.0,43.1251
26.999999999999996,40.286507
29.000000000000004,36.07588
44.0,32.268036
35.0,32.018555
26.0,32.27983
40.0,30.309475
43.0,30.483034
36.0,32.650932
51.0,33.89888
55.0,37.44166
42.0,41.899014
56.00000000000001,43.221073
56.00000000000001,45.164455
39.0,47.0347
24.0,45.394142
34.0,39.843918
48.0,35.17944
46.0,34.891403
44.0,35.984676
36.0,37.393326
42.0,37.656593
26.0,37.843517
25.0,35.234013
23.0,31.533133
71.0,26.914665
46.0,31.962852
34.0,36.58844
21.0,37.02848
50.0,32.871914
69.0,33.037464
37.0,38.837666
44.0,41.10688
37.0,42.141327
18.0,40.8262
30.0,34.13575
17.0,29.73095
30.0,24.765547
30.0,23.486946
19.0,23.610525
24.0,22.549774
25.0,22.69017
38.0,22.315994
38.0,25.247719
36.0,28.634481
26.999999999999996,30.868773
37.0,31.037788
33.0,31.30259
41.0,31.25705
40.0,32.24765
33.0,33.55975
22.0,33.14682
31.0,30.211617
26.999999999999996,28.652775
17.0,26.962957
8.0,23.880741
30.0,19.530027
23.0,19.281738
34.0,19.261538
33.0,22.198656
30.0,24.865587
26.999999999999996,26.714779
28.000000000000004,26.805006
14.000000000000002,26.565035
21.0,23.788265
9.0,21.434677
8.0,17.89618
14.000000000000002,14.375122
